Location,FloorAreaSqm,LotSizeSqm,Bedrooms,Bathrooms,ParkingSpaces,YearBuilt,PropertyAge,Condition,PropertyType,NeighborhoodRating,DistanceToCBDKm,Price
Iloilo,377.0,443.0,4,5.0,0,1983,43,Needs Repair,House & Lot,3,12.036576608999736,52507560.896647006
Metro Manila,409.0,141.0,2,4.0,0,1989,37,Good,Townhouse,4,11.853512900529788,84932316.23201412
Bacolod,373.0,16.0,6,1.0,1,1970,56,Good,Condo,5,17.24846022850461,37291565.317856446
Iloilo,422.0,780.0,1,2.0,2,2001,25,New,Condo,4,5.791477344280603,82627420.29416445
Metro Manila,199.0,253.0,2,4.0,2,2002,24,Good,Condo,5,16.010485011804313,61437296.69541443
Metro Manila,189.0,89.0,5,5.0,2,1965,61,Needs Repair,House & Lot,10,1.7347630947215844,52219076.13288336
Baguio,158.0,141.0,6,5.0,1,1986,40,Good,Condo,6,1.5147335014058374,36083217.79580754
Bacolod,121.0,204.0,2,5.0,0,1954,72,Good,House & Lot,8,12.516479428990033,24569809.64054522
Cagayan de Oro,341.0,524.0,5,1.0,0,1966,60,Needs Repair,Townhouse,8,0.1,40672898.979215115
Baguio,327.0,713.0,6,4.0,0,2025,1,Good,House & Lot,4,11.436593770513747,92074328.91151719
Davao,364.0,220.0,5,1.0,3,1988,38,Good,Condo,4,8.607879162327956,58096704.53577139
General Santos,91.0,549.0,0,1.0,3,1997,29,Good,Condo,6,14.431116371929235,26053970.51211625
Baguio,231.0,51.0,4,4.0,2,2017,9,New,Condo,6,7.643336210270663,44595495.88223436
Davao,115.0,8.0,1,3.0,0,2004,22,New,Condo,3,8.336293677773163,20451946.208065405
Baguio,404.0,43.0,5,4.0,2,2010,16,New,House & Lot,8,11.055589957549437,77829096.9658681
Metro Manila,134.0,738.0,0,5.0,4,2004,22,Needs Repair,Condo,5,4.024102699641329,71284858.26870997
Davao,81.0,465.0,6,1.0,1,1987,39,Good,House & Lot,5,3.762762155058672,41719604.98109013
Iloilo,265.0,644.0,1,3.0,2,1998,28,Good,House & Lot,7,10.846576639060517,59814387.72281521
General Santos,397.0,17.0,2,5.0,2,1971,55,New,Condo,10,7.824273145216176,40918746.45536325
Bacolod,413.0,17.0,1,3.0,1,2017,9,Good,Condo,9,5.556116496174318,41199365.78080337
Cagayan de Oro,61.0,679.0,5,3.0,2,1963,63,,Condo,10,7.503295401813995,29054972.96276812
Iloilo,160.0,82.0,2,3.0,2,2017,9,Good,Condo,6,17.56735704702998,23123368.59578638
Metro Manila,86.0,124.0,5,5.0,2,2016,10,Good,House & Lot,3,5.341889559560645,41898475.967747204
Baguio,152.0,415.0,0,1.0,3,1960,66,Needs Repair,House & Lot,4,5.167882320307907,39975766.19387498
General Santos,249.0,485.0,3,5.0,2,2003,23,Needs Repair,House & Lot,5,0.1,38166149.225998975
Metro Manila,140.0,183.0,6,5.0,0,2025,1,Needs Repair,House & Lot,5,7.74588237105731,49392057.05131989
General Santos,49.0,355.0,6,5.0,0,1993,33,Good,Condo,4,11.941301067442353,19963277.56090878
Bacolod,239.0,539.0,1,3.0,2,1975,51,New,Condo,4,13.01718869408521,48241073.49603811
Davao,42.0,354.0,2,3.0,4,2016,10,Good,Condo,4,8.649305609783195,27417116.95819796
Cagayan de Oro,117.0,306.0,2,2.0,0,1988,38,Good,Condo,8,13.7350014384853,23943140.385981422
Cagayan de Oro,20.0,57.0,3,2.0,0,1959,67,Needs Repair,House & Lot,6,12.38738241128145,7001207.51311746
Metro Manila,57.0,361.0,3,5.0,3,1968,58,New,House & Lot,3,14.677701378153575,57235501.91492046
Metro Manila,207.0,642.0,0,3.0,2,2001,25,Good,Condo,7,13.90581593286537,87491538.95798565
Bacolod,385.0,501.0,5,4.0,1,1984,42,Needs Repair,Condo,9,17.41986917664351,48707001.1051386
General Santos,353.0,714.0,1,1.0,1,1966,60,Needs Repair,Condo,6,6.981841000602502,43883360.041463785
Metro Manila,62.0,100.0,2,4.0,3,2010,16,Good,Townhouse,5,0.1,28368120.17283039
Bacolod,34.0,8.0,5,4.0,2,1959,67,Needs Repair,Condo,5,11.982312462112521,7446326.828083157
Cebu,165.0,438.0,4,5.0,3,1966,60,New,Condo,6,12.683319135936657,58976011.53068837
Bacolod,300.0,142.0,2,1.0,1,1985,41,Good,Condo,5,17.419972360286835,33160710.26407802
Iloilo,341.0,475.0,6,3.0,2,1953,73,New,House & Lot,10,15.687742137018237,72700758.95840885
Metro Manila,373.0,723.0,2,3.0,4,1979,47,Needs Repair,House & Lot,10,19.672834735187394,119712744.07129565
Bacolod,167.0,269.0,3,3.0,1,2019,7,Needs Repair,House & Lot,5,11.719123881959199,27608813.853674483
General Santos,92.0,439.0,1,1.0,1,2021,5,New,Condo,10,9.372863551631768,27668493.892144874
Cagayan de Oro,31.0,545.0,1,3.0,0,2016,10,New,Condo,9,0.1,29326247.201236397
Metro Manila,83.0,120.0,3,2.0,3,1974,52,Good,House & Lot,3,9.848579207084482,34245070.09491517
Cebu,48.0,717.0,3,4.0,0,1954,72,Good,Condo,6,4.684979858772093,48202054.926272064
,390.0,162.0,5,2.0,1,2011,15,Good,Condo,8,9.269060080594826,66713040.07333165
Baguio,135.0,646.0,2,3.0,3,1978,48,New,House & Lot,6,8.327079117857936,68907721.13643162
Cebu,373.0,527.0,6,4.0,0,2006,20,Good,Condo,6,10.83040153310081,82725168.04387566
Cagayan de Oro,257.0,112.0,4,1.0,4,1959,67,Good,Condo,6,7.416015742768936,29734969.783405706
Cagayan de Oro,251.0,579.0,0,4.0,2,2000,26,Good,House & Lot,8,13.610121144395508,49974510.424237914
Cagayan de Oro,215.0,157.0,5,4.0,1,1994,32,New,House & Lot,5,0.1,37328775.113578536
Cebu,372.0,479.0,4,1.0,2,2019,7,Needs Repair,Condo,7,9.139961450947066,67135705.56090946
Metro Manila,38.0,767.0,2,1.0,3,1957,69,Good,Condo,4,15.214938674915372,64950398.2271476
General Santos,59.0,762.0,3,5.0,2,1981,45,Good,House & Lot,10,19.220291050737288,37151225.8655319
Davao,202.0,696.0,2,2.0,4,2025,1,Good,Condo,3,12.391768030310377,59113791.631917916
Bacolod,189.0,395.0,4,5.0,4,1979,47,Needs Repair,Condo,3,18.109298135495234,29347665.748264942
General Santos,254.0,447.0,3,3.0,1,2000,26,Good,House & Lot,3,9.013615974552454,41014635.22476056
Metro Manila,337.0,240.0,3,2.0,3,1962,64,Good,House & Lot,5,8.017175455562379,92781553.77189003
Metro Manila,272.0,736.0,1,2.0,1,2005,21,Good,Townhouse,7,11.17649385936651,100687429.08126453
Metro Manila,130.0,381.0,2,4.0,4,1970,56,Needs Repair,Condo,10,7.9808343026536095,52878359.451049864
Cebu,160.0,617.0,3,1.0,1,1993,33,Good,Condo,6,3.3058551918958363,56939224.93008946
Metro Manila,343.0,287.0,3,3.0,1,2016,10,Good,House & Lot,4,4.908558535208604,99562304.68399473
Cagayan de Oro,106.0,592.0,2,2.0,3,2000,26,Good,House & Lot,5,1.3270825635430565,38025207.39829472
Iloilo,236.0,179.0,4,1.0,3,1986,40,Good,Condo,4,11.170262569191468,33456449.386084296
General Santos,251.0,587.0,1,2.0,0,1964,62,Needs Repair,House & Lot,6,8.068350875002864,37482219.86498006
Cagayan de Oro,342.0,36.0,3,3.0,2,1975,51,Needs Repair,Condo,8,5.838283299451415,29517726.100675926
General Santos,327.0,83.0,0,4.0,1,2014,12,Good,House & Lot,3,4.599897458976258,34531723.08623528
Cebu,219.0,281.0,3,1.0,3,1966,60,Good,House & Lot,9,11.030338077197758,55803253.488078006
Davao,152.0,385.0,5,5.0,2,1999,27,Needs Repair,Condo,4,12.68268908366042,36055269.956245355
Cagayan de Oro,178.0,569.0,5,5.0,4,1986,40,Needs Repair,Townhouse,8,1.2169160209689043,33448716.63333287
Cebu,196.0,287.0,4,4.0,4,1974,52,Good,Townhouse,9,0.2738919813462939,47323529.358830124
Metro Manila,114.0,14.0,5,5.0,3,2004,22,New,Condo,9,13.72705973372609,42347629.88554035
Bacolod,288.0,260.0,0,3.0,3,1977,49,Good,Condo,8,0.1,37695392.68358194
Cagayan de Oro,109.0,351.0,2,5.0,4,1971,55,Needs Repair,House & Lot,8,11.284921002934906,25095139.054049816
General Santos,298.0,434.0,4,4.0,0,1990,36,Good,Condo,4,17.70145519252408,39432188.2228612
General Santos,343.0,515.0,5,3.0,3,2007,19,Good,Condo,4,17.715408820358807,47335692.18278668
Metro Manila,433.0,198.0,4,1.0,3,2015,11,Good,Condo,6,12.42723554379255,98772058.32857922
Cagayan de Oro,71.0,488.0,5,3.0,0,1997,29,Good,Townhouse,7,12.252857091932725,26671628.64965224
Cagayan de Oro,346.0,505.0,1,5.0,4,2000,26,Good,Condo,7,21.51144470117873,49716677.92179064
Bacolod,56.0,621.0,1,5.0,3,2009,17,Good,House & Lot,9,0.1,37116354.12950378
Cagayan de Oro,165.0,417.0,0,3.0,1,1970,56,Good,Condo,5,5.21398594351619,29655090.45273498
Cagayan de Oro,95.0,648.0,4,2.0,2,1969,57,Good,Condo,9,13.090951094459609,34414138.229064256
Baguio,89.0,177.0,4,4.0,2,1986,40,Good,House & Lot,6,5.976277952948258,31908685.206496708
Metro Manila,95.0,569.0,1,1.0,4,1997,29,Good,Condo,4,15.438669851642208,62391156.27151893
Baguio,38.0,36.0,5,1.0,4,1999,27,Good,Condo,8,7.7638756381388445,15581935.139131274
Cebu,373.0,82.0,5,3.0,4,1961,65,Good,Condo,4,8.790463162025585,60612060.69113872
Metro Manila,46.0,691.0,2,5.0,3,2009,17,New,House & Lot,6,6.3519520145243735,87221173.06874643
Metro Manila,191.0,380.0,1,2.0,0,1977,49,New,Condo,9,4.864934247151636,77525632.61772805
Bacolod,320.0,496.0,5,3.0,4,2016,10,Good,Condo,9,4.717340221114089,52069363.07356053
Iloilo,445.0,482.0,4,2.0,0,2005,21,New,Condo,5,9.626997781020657,73533136.68709633
Iloilo,387.0,555.0,1,3.0,0,2024,2,Needs Repair,Condo,4,3.352610205062798,50854511.845979504
Bacolod,79.0,196.0,1,1.0,0,1998,28,Needs Repair,Condo,3,13.719229300947724,13292052.616305307
Iloilo,444.0,142.0,3,3.0,4,1990,36,,House & Lot,3,11.91935554761694,66573970.474193566
Bacolod,301.0,34.0,3,3.0,2,1964,62,Good,Condo,9,14.596498645819043,32169615.779518012
Metro Manila,97.0,691.0,1,2.0,1,1980,46,Good,Condo,9,1.226453864042008,73657482.65174414
Cagayan de Oro,212.0,178.0,6,2.0,0,2015,11,Good,House & Lot,7,0.1,33496830.462148745
Baguio,414.0,460.0,2,4.0,2,1979,47,Needs Repair,House & Lot,7,7.974885466209419,74965076.76046054
Cebu,188.0,363.0,2,1.0,3,1954,72,Good,Condo,5,25.392803681357126,45903133.13610426
Cagayan de Oro,98.0,129.0,0,1.0,4,1968,58,New,Condo,4,15.597252668567423,16022403.152104909
Bacolod,396.0,331.0,6,1.0,2,1995,31,New,Condo,3,4.673322148959722,58002563.228059985
Metro Manila,429.0,66.0,1,5.0,3,1997,29,Good,Townhouse,8,10.547072806588046,86147246.49992457
,439.0,141.0,6,2.0,4,2024,2,Needs Repair,Condo,3,12.365521444662102,61208020.383069605
Metro Manila,430.0,111.0,3,1.0,4,2020,6,Good,Condo,3,0.1,92296420.99466468
Davao,395.0,659.0,6,5.0,1,1990,36,Good,Condo,9,16.217755214207628,83862935.9127369
Metro Manila,215.0,453.0,1,1.0,4,1992,34,New,Condo,7,6.995455239074356,88219720.61566919
Bacolod,102.0,740.0,1,2.0,2,2010,16,Needs Repair,Condo,6,7.4559149323528375,32265696.576795448
Iloilo,285.0,348.0,5,1.0,4,1953,73,Good,Condo,4,8.142707956603134,44512259.85920105
General Santos,114.0,161.0,5,4.0,0,1995,31,Good,House & Lot,4,14.867240835847369,20365068.132701572
Bacolod,223.0,486.0,3,4.0,0,1986,40,Good,House & Lot,6,3.468907050791552,45997858.389252536
Iloilo,302.0,743.0,0,4.0,4,2009,17,Good,House & Lot,5,0.1,68430938.17235017
Iloilo,427.0,426.0,6,,3,2010,16,New,House & Lot,7,9.937731757400266,81725669.64864877
Metro Manila,144.0,14.0,2,2.0,0,1999,27,Good,Condo,4,0.1,32946865.251069333
Metro Manila,128.0,242.0,6,5.0,4,1999,27,Good,Townhouse,4,6.19337842918676,51459019.21789947
Iloilo,335.0,739.0,6,5.0,0,2002,24,Good,House & Lot,3,15.12124573915291,73019009.55924438
Metro Manila,22.0,414.0,5,1.0,3,1994,32,Good,House & Lot,6,11.47456342105243,47682643.701131806
Metro Manila,263.0,761.0,4,4.0,1,1967,59,New,House & Lot,5,14.254136394351656,138260557.31828982
Cebu,340.0,407.0,4,5.0,0,1971,55,Good,Condo,4,11.722108191216973,69627891.33833939
General Santos,256.0,9.0,3,3.0,4,2006,20,New,Condo,7,22.462006932700447,29058370.460296072
Baguio,185.0,698.0,0,4.0,4,1996,30,New,Condo,6,4.47056223405911,71106847.71235241
Bacolod,376.0,610.0,2,1.0,0,1968,58,Good,Condo,4,10.388790062049939,55304135.39821941
Baguio,179.0,572.0,5,1.0,0,2016,10,Good,House & Lot,8,5.371277172724097,63980928.182803884
Cebu,,776.0,5,1.0,3,2024,2,Good,Condo,5,13.740807619489225,88009709.2487626
Davao,219.0,156.0,3,1.0,0,1997,29,New,Condo,5,7.630550743697024,41848206.711578935
Metro Manila,31.0,724.0,4,5.0,3,1967,59,Good,Townhouse,6,18.313069276664272,64066279.52484809
Cagayan de Oro,248.0,186.0,0,,4,2021,5,Good,House & Lot,4,4.815104267588142,34972818.12782864
Cebu,41.0,776.0,3,4.0,3,1967,59,Needs Repair,House & Lot,6,16.442759154301903,49077455.77838491
Baguio,420.0,153.0,3,2.0,1,1982,44,Good,Condo,7,11.558837183263826,63037230.57398611
General Santos,278.0,440.0,6,5.0,0,2015,11,Needs Repair,House & Lot,4,7.805233585478116,38224266.088399135
Iloilo,179.0,631.0,2,1.0,3,1989,37,New,House & Lot,7,11.254654027159546,57729081.36913074
Baguio,229.0,62.0,1,5.0,0,1968,58,Good,House & Lot,3,9.567586325175153,38908881.65583871
Iloilo,286.0,53.0,2,1.0,2,1956,70,Good,House & Lot,7,10.13572808151086,35592786.780223675
Cagayan de Oro,131.0,679.0,1,1.0,2,1977,49,Good,House & Lot,3,6.758773561433655,40379184.08614365
Davao,,48.0,3,1.0,3,2001,25,Good,Condo,4,3.790468954670052,24680749.851230383
Bacolod,200.0,491.0,4,4.0,1,2004,22,Good,House & Lot,5,5.989573280224817,45349572.48123514
Cagayan de Oro,131.0,750.0,5,2.0,3,1966,60,,Townhouse,7,0.1,34056888.21313327
Iloilo,345.0,491.0,6,3.0,3,1962,64,New,Condo,8,13.051689995195753,66290670.72314993
Baguio,64.0,384.0,0,3.0,1,2003,23,Needs Repair,Condo,6,0.5890161669471219,27707173.486949828
Cebu,375.0,333.0,1,4.0,1,1962,64,Good,Condo,4,6.694117668585802,68436602.8076427
Cebu,169.0,510.0,2,2.0,0,1954,72,Good,Condo,6,11.888270248886199,50642771.6519108
General Santos,261.0,457.0,1,1.0,2,1986,40,Good,Townhouse,9,13.036380302599468,35022438.38994508
Iloilo,87.0,401.0,5,2.0,1,1993,33,Good,House & Lot,3,0.1,32746551.268604547
Davao,185.0,122.0,0,2.0,0,1968,58,Needs Repair,Condo,8,7.448911548649534,26414816.71290436
Baguio,344.0,530.0,0,4.0,2,1966,60,Needs Repair,Condo,6,10.758468196692933,59912618.783074
Iloilo,136.0,591.0,6,4.0,2,1967,59,Needs Repair,Condo,3,8.31209665557396,34260666.761618175
Iloilo,76.0,567.0,6,1.0,0,1976,50,Needs Repair,Condo,8,16.06444974604127,28562995.074465256
Bacolod,244.0,60.0,1,4.0,0,1950,76,Good,House & Lot,3,3.0691586005123863,29441837.138836514
Davao,89.0,562.0,2,1.0,0,1950,76,Good,House & Lot,5,0.1,43081253.01068386
Bacolod,155.0,583.0,3,4.0,3,1978,48,Needs Repair,House & Lot,4,12.861956100611128,35655236.41943358
Baguio,213.0,146.0,3,2.0,1,1951,75,New,Condo,7,4.777483282289074,44875685.9972032
General Santos,,679.0,6,2.0,0,1974,52,Good,House & Lot,3,0.1,50691830.97911403
Cebu,294.0,419.0,2,3.0,0,1994,32,Good,House & Lot,3,7.048925656601157,71015492.14700626
Cebu,310.0,377.0,0,2.0,4,1952,74,Good,Condo,7,15.383347855590209,62346109.37055912
Baguio,383.0,578.0,2,4.0,1,1996,30,,House & Lot,10,0.4204842931238115,92280423.46436898
Iloilo,48.0,407.0,3,5.0,3,1997,29,Good,House & Lot,3,22.015975723683603,27233061.91719922
Bacolod,175.0,435.0,3,5.0,2,1993,33,New,House & Lot,6,2.972710432780029,46476801.65564608
Baguio,20.0,249.0,3,3.0,0,1997,29,Good,Condo,9,8.5220651247545,22060706.549290016
General Santos,24.0,742.0,6,3.0,1,2011,15,Good,Condo,5,0.6852054929143492,29427542.757948674
Baguio,111.0,775.0,5,3.0,0,1955,71,New,House & Lot,6,8.249662092176084,73560447.51371917
Cebu,277.0,104.0,1,4.0,3,1962,64,New,Condo,9,7.197513069447938,54618803.41384291
Metro Manila,404.0,586.0,2,3.0,1,1974,52,Good,Condo,8,0.1,119563213.39562234
General Santos,352.0,18.0,4,3.0,2,2002,24,Good,House & Lot,5,24.95496181370546,35349690.99643879
Cebu,297.0,295.0,2,3.0,0,2016,10,Good,Condo,9,5.0279769858878325,59844662.58257739
General Santos,354.0,775.0,2,2.0,4,2019,7,New,House & Lot,8,5.033224656163829,71443263.25020412
Davao,93.0,139.0,1,3.0,1,1994,32,Good,Townhouse,7,13.814215276121926,21144341.02701042
Metro Manila,381.0,301.0,1,4.0,2,1981,45,New,House & Lot,6,18.885529300090813,121477444.41338682
Davao,402.0,175.0,5,3.0,4,1981,45,Good,House & Lot,10,14.758621208025817,69944934.30521636
Iloilo,60.0,,5,5.0,3,1954,72,Good,House & Lot,9,0.7929192618404812,39865178.748438604
Baguio,222.0,371.0,5,5.0,3,1985,41,Good,Condo,10,9.283454056967976,55293009.110851854
Cagayan de Oro,376.0,474.0,2,3.0,4,1988,38,Good,Condo,8,0.1,52396339.22175205
Iloilo,224.0,754.0,0,5.0,0,1965,61,Good,House & Lot,5,13.41023048793414,57242367.903515175
Baguio,381.0,416.0,1,1.0,4,2008,18,New,Condo,3,0.1,81306014.18053855
Bacolod,422.0,587.0,2,5.0,2,2011,15,Good,Condo,4,3.1807920583445775,61338030.034842394
General Santos,224.0,78.0,3,2.0,2,1972,54,Good,Condo,10,7.980790975812136,24405533.851373173
Baguio,45.0,172.0,6,3.0,1,2019,7,Good,House & Lot,5,10.670039366846073,25142139.721935082
Cebu,166.0,757.0,6,2.0,3,1958,68,Good,Condo,3,6.434392259628085,66327741.46524874
Baguio,112.0,687.0,0,3.0,4,2019,7,Good,House & Lot,4,17.114502060397292,58281560.901098035
Cagayan de Oro,223.0,525.0,4,2.0,3,2008,18,Good,Condo,3,12.339437493153676,40729471.815649055
Cebu,271.0,302.0,2,4.0,0,1967,59,New,House & Lot,7,11.868348524385251,72095075.21615571
General Santos,219.0,159.0,1,1.0,2,1999,27,Good,Condo,7,0.6235945880920184,25377197.777695827
Iloilo,104.0,681.0,3,,3,1973,53,New,Condo,6,18.196207385272416,47003194.57823965
Iloilo,149.0,628.0,0,5.0,1,2010,16,Good,House & Lot,8,3.18160913432893,47298826.69450953
Davao,312.0,193.0,2,3.0,3,1962,64,Good,House & Lot,6,18.425254597922564,54941916.89229755
General Santos,31.0,471.0,3,3.0,3,1968,58,Good,Condo,10,20.133170341553427,21602425.2786705
Metro Manila,112.0,494.0,1,4.0,0,1973,53,Good,Condo,9,11.07593919418265,62582095.1211546
Davao,403.0,381.0,4,1.0,2,1965,61,New,Condo,3,14.192078586076525,76574657.54427968
Baguio,62.0,741.0,3,4.0,0,1975,51,Needs Repair,Condo,5,0.1,42011565.97907525
Baguio,198.0,99.0,5,2.0,2,1995,31,New,House & Lot,9,6.829985507057735,48906863.7584029
Baguio,109.0,206.0,1,4.0,1,1998,28,Good,Condo,7,14.612993839517237,29468919.954712328
Cebu,64.0,76.0,0,2.0,4,1992,34,Needs Repair,House & Lot,9,13.547061609884508,17653653.69286362
Cebu,201.0,554.0,3,4.0,4,1964,62,Good,Condo,5,0.6816599714007348,61749906.954337694
Metro Manila,244.0,515.0,1,4.0,2,1965,61,New,House & Lot,3,6.237667760792757,107908894.00397779
Iloilo,95.0,789.0,4,2.0,2,2019,7,Good,Condo,9,0.1,44862507.255175225
Davao,53.0,433.0,0,4.0,3,1969,57,Good,House & Lot,9,10.477957041036522,34507396.52546196
Iloilo,77.0,120.0,4,3.0,3,1957,69,New,Condo,8,0.1,21459247.638809994
Iloilo,300.0,360.0,6,2.0,3,1984,42,Good,Townhouse,6,14.78286705672543,46062698.47508775
Bacolod,389.0,70.0,0,3.0,3,1950,76,Good,House & Lot,3,15.096349164304455,43050602.81032076
Iloilo,97.0,536.0,2,5.0,4,1976,50,Good,House & Lot,8,5.153799113561008,39919478.12484256
Bacolod,157.0,539.0,5,1.0,4,2014,12,New,Condo,8,11.12765558272453,44484145.158877976
Iloilo,167.0,686.0,3,5.0,0,1970,56,Good,Condo,8,6.697407655636949,46846882.50468079
Bacolod,175.0,271.0,1,5.0,2,2003,23,Good,Condo,4,9.451450370089196,29581985.33416095
Iloilo,125.0,248.0,1,3.0,2,1987,39,Good,Condo,8,1.1164434605411007,26922745.15704607
Davao,43.0,56.0,5,4.0,2,1977,49,Good,House & Lot,8,11.734955739439457,18580480.564612236
Cebu,245.0,332.0,6,2.0,2,2000,26,New,House & Lot,9,0.1,76087912.82616158
Cagayan de Oro,173.0,380.0,2,1.0,3,1995,31,Good,House & Lot,7,0.1,36173759.71396506
Davao,167.0,603.0,3,3.0,2,1974,52,Good,House & Lot,8,7.268430099998049,59562866.57605683
Iloilo,133.0,603.0,5,5.0,1,1966,60,Good,Condo,6,6.732540322332323,41206657.61452045
Cebu,419.0,112.0,1,2.0,2,2019,7,Good,Condo,8,9.633810383310502,65275917.59085324
Baguio,282.0,228.0,1,4.0,4,1962,64,Needs Repair,House & Lot,8,4.102955058582026,49096707.230903156
Iloilo,200.0,409.0,5,4.0,1,2022,4,Good,Condo,9,19.314149994713535,41365508.17028145
Bacolod,108.0,268.0,1,4.0,0,1985,41,Good,Condo,9,8.963629936276652,22730275.024680663
Iloilo,364.0,20.0,5,2.0,4,2025,1,Good,Townhouse,3,9.397290671097352,39785303.655051745
Davao,401.0,676.0,3,2.0,0,1976,50,Good,Townhouse,9,9.183403264442273,78503044.83126928
General Santos,33.0,585.0,6,3.0,3,1992,34,Good,House & Lot,9,14.017459213688468,31048256.626877487
Iloilo,419.0,416.0,0,5.0,4,1996,30,Good,Condo,7,11.456104486906785,59068487.58362451
Cagayan de Oro,320.0,253.0,6,5.0,1,1975,51,Needs Repair,House & Lot,7,10.652107398249676,40610529.61273272
Bacolod,62.0,674.0,1,3.0,1,1966,60,Good,Condo,8,12.415904629193545,31631739.34958978
Iloilo,343.0,28.0,0,5.0,1,1989,37,Needs Repair,Condo,6,0.1,31439678.966212552
General Santos,66.0,357.0,5,3.0,0,2000,26,Good,Condo,6,0.1,21068126.303911608
Cebu,41.0,640.0,3,2.0,0,1969,57,Good,Townhouse,9,7.543647528191337,42976988.95561168
General Santos,69.0,762.0,5,1.0,0,2008,18,Needs Repair,Townhouse,9,6.8139567039085875,27656295.25451898
Cagayan de Oro,217.0,201.0,0,4.0,2,1998,28,New,House & Lot,4,11.47885906428925,36062734.95785947
Iloilo,286.0,520.0,0,4.0,2,1962,64,New,Condo,9,8.120101413101033,57631596.648366556
Bacolod,195.0,151.0,3,5.0,0,2021,5,Good,House & Lot,5,11.491189606725264,30313137.124928214
Iloilo,72.0,92.0,6,4.0,4,1953,73,Good,Condo,4,0.526428382632286,17835959.104542833
Davao,105.0,282.0,2,1.0,3,1999,27,Good,House & Lot,10,7.935532577547832,36053075.344038665
Cagayan de Oro,386.0,708.0,5,3.0,0,1983,43,Needs Repair,Condo,4,0.1,51898282.669691555
Cebu,433.0,551.0,6,4.0,4,1999,27,Good,Condo,4,10.321147606228404,92618906.09395988
Davao,344.0,391.0,6,3.0,0,2008,18,Good,House & Lot,5,0.1,71661697.89365001
Iloilo,64.0,226.0,3,3.0,2,2002,24,Good,House & Lot,6,10.089860591245278,22009342.257804647
Cagayan de Oro,372.0,113.0,4,5.0,2,1999,27,New,House & Lot,4,0.1,52759764.58763101
Baguio,317.0,216.0,3,4.0,2,2013,13,Good,Condo,4,5.698833240669227,55499921.90424812
Baguio,246.0,122.0,4,4.0,4,2003,23,Good,House & Lot,6,13.369566148695494,49572395.8341251
Metro Manila,81.0,149.0,3,3.0,4,2011,15,Needs Repair,Condo,4,9.364279931590504,29499789.98519953
Metro Manila,448.0,550.0,3,2.0,1,1980,46,Good,Condo,4,0.1,123433039.30533655
Metro Manila,210.0,106.0,3,3.0,2,1965,61,New,House & Lot,10,3.9656369318358555,71970067.4695265
Metro Manila,38.0,37.0,4,5.0,4,1967,59,New,Condo,7,0.1,27326417.650308654
Cagayan de Oro,110.0,433.0,5,4.0,3,1996,30,New,House & Lot,3,0.1,38048432.73804672
Cagayan de Oro,192.0,229.0,6,4.0,4,1990,36,Needs Repair,Condo,3,8.705979056803846,25531176.039177015
Cagayan de Oro,46.0,363.0,4,1.0,2,1955,71,Good,Condo,9,11.361790061360619,20016810.60063444
Metro Manila,159.0,111.0,0,5.0,1,1965,61,Good,House & Lot,5,10.643635524294137,46754370.90929158
Metro Manila,221.0,167.0,4,2.0,2,2023,3,New,Condo,4,11.615760889278505,67779869.88765264
Davao,427.0,352.0,2,5.0,4,2005,21,Needs Repair,House & Lot,8,7.9285348946850895,68848340.98290685
Iloilo,57.0,552.0,0,3.0,4,2007,19,New,House & Lot,9,6.359658687500193,40788332.06168271
Davao,268.0,331.0,0,5.0,3,1964,62,Good,Condo,6,1.5615840376261136,51975525.48559451
Baguio,413.0,433.0,4,5.0,3,1954,72,Good,House & Lot,8,5.359521969497006,88095913.74215424
Cebu,366.0,417.0,6,4.0,2,1972,54,Good,Condo,6,0.1,76671284.73335706
Bacolod,417.0,215.0,3,5.0,1,2015,11,Good,Condo,3,2.929006837238484,48817889.63986119
Davao,93.0,223.0,3,4.0,2,1988,38,New,Condo,9,8.53356122262825,33935977.738114566
Metro Manila,364.0,340.0,0,5.0,2,2009,17,Good,House & Lot,10,7.293163474754467,110135765.51734579
Bacolod,440.0,25.0,4,1.0,4,1986,40,Needs Repair,House & Lot,10,26.388368227368655,42787765.58104791
General Santos,160.0,548.0,0,1.0,2,1987,39,Good,House & Lot,3,0.1,34663201.312195584
Metro Manila,234.0,491.0,5,3.0,3,1995,31,Good,Townhouse,7,7.249407675009308,83840099.8744255
Baguio,248.0,244.0,5,5.0,0,2022,4,Good,Condo,7,0.1,51698134.95843049
Cagayan de Oro,232.0,298.0,6,4.0,3,1983,43,New,House & Lot,3,5.673284744180295,45310685.164431356
Bacolod,144.0,262.0,1,3.0,2,1995,31,Good,House & Lot,10,5.917440907308893,30593198.156237833
Cagayan de Oro,437.0,521.0,1,3.0,4,2019,7,Good,Townhouse,3,13.069280157398829,54257326.61913918
Baguio,431.0,607.0,2,4.0,2,1978,48,New,Townhouse,5,5.3020007646924725,95845556.10568526
Davao,183.0,86.0,5,5.0,2,2013,13,Good,Townhouse,10,6.852082399663047,34169862.864978686
Bacolod,366.0,330.0,1,5.0,0,1990,36,Good,Condo,7,5.418092225166683,47461993.34073433
Cebu,,11.0,6,1.0,4,2016,10,Good,House & Lot,8,0.1,39759954.94791611
Cebu,361.0,361.0,1,,3,1985,41,New,House & Lot,6,4.087385769241355,90265539.394762
